0.020307	0.006596	0.05932	0.00148	0.031175	0.014156	0.15009	0.088043	0.06659	0.131448	0.118813	0.093679	0.098387	0.087547	0.103796	0.061391	0.068921	0.090123	0.073865	0.087819	0.084814	0.104427	0.067595	0.074384	0.146902	0.139939	0.155407	0.114162	0.079918	0.16175
0.020284	0.006592	0.059252	0.001814	0.031437	0.014019	0.149617	0.08786	0.06648	0.131719	0.119312	0.093196	0.09843	0.087126	0.103868	0.061325	0.069114	0.089788	0.07388	0.087779	0.084973	0.105041	0.068191	0.074518	0.146461	0.139236	0.154699	0.114261	0.079732	0.161278
0.020069	0.00689	0.059367	0.002409	0.031885	0.013763	0.149061	0.087974	0.066456	0.13173	0.119309	0.092516	0.098154	0.086956	0.10367	0.061226	0.068974	0.089413	0.073756	0.087416	0.084735	0.10545	0.068748	0.074587	0.145929	0.138854	0.154388	0.114491	0.079814	0.160449
0.019899	0.007314	0.059677	0.002859	0.032441	0.013699	0.148736	0.088032	0.06637	0.131897	0.119308	0.091934	0.097841	0.086715	0.103312	0.06136	0.068825	0.088775	0.073742	0.087301	0.084582	0.10547	0.069392	0.074789	0.145649	0.138537	0.154269	0.114362	0.079912	0.159457
0.019962	0.007981	0.060162	0.003551	0.033224	0.013683	0.148562	0.08796	0.066422	0.132076	0.119665	0.091554	0.097587	0.086583	0.102555	0.061452	0.068937	0.088359	0.073407	0.087087	0.084748	0.105652	0.070019	0.075034	0.145462	0.138114	0.154081	0.114571	0.080183	0.15857
0.020272	0.00837	0.060548	0.004063	0.033596	0.013872	0.148517	0.087953	0.066592	0.132458	0.120084	0.091228	0.097232	0.086404	0.102257	0.06111	0.068986	0.088034	0.073413	0.087012	0.084823	0.105974	0.070592	0.075344	0.145473	0.137615	0.154026	0.115066	0.080381	0.157721
0.020674	0.008676	0.061128	0.004657	0.034202	0.013981	0.148491	0.088114	0.066712	0.13271	0.119876	0.090959	0.097369	0.086329	0.102614	0.061025	0.069031	0.087905	0.073873	0.087318	0.085108	0.106426	0.071344	0.075711	0.14544	0.13722	0.154099	0.11518	0.080485	0.156935
0.020743	0.009032	0.061507	0.005164	0.035096	0.013839	0.148611	0.088365	0.066995	0.132927	0.119682	0.090661	0.097952	0.086096	0.103022	0.061408	0.069375	0.087733	0.074321	0.087848	0.086138	0.107278	0.072212	0.076145	0.1455	0.137158	0.154255	0.11544	0.080768	0.156386
0.020655	0.009135	0.06174	0.005279	0.035478	0.013809	0.148838	0.088432	0.067207	0.133623	0.12046	0.090414	0.09829	0.086073	0.103411	0.061829	0.069832	0.087633	0.074827	0.088644	0.0871	0.108199	0.073289	0.076885	0.145938	0.137525	0.154384	0.115868	0.081033	0.156216
0.020862	0.009387	0.062208	0.005566	0.035856	0.013882	0.149245	0.088758	0.067498	0.134461	0.121275	0.090434	0.098614	0.086737	0.103583	0.0622	0.070225	0.087881	0.075379	0.089681	0.087781	0.109264	0.074394	0.077719	0.146339	0.137938	0.154805	0.116444	0.081397	0.156371
0.021127	0.009813	0.063082	0.006063	0.036718	0.014029	0.149984	0.089718	0.068055	0.135728	0.122104	0.09055	0.099238	0.087577	0.104023	0.06269	0.070933	0.088346	0.076002	0.09063	0.088678	0.110804	0.075541	0.078651	0.147073	0.138343	0.155416	0.117416	0.082022	0.156825
0.021179	0.010507	0.063917	0.006934	0.037811	0.013965	0.150837	0.09066	0.068551	0.137072	0.123321	0.090783	0.100222	0.088373	0.104748	0.063337	0.071673	0.089039	0.076873	0.091632	0.089523	0.112367	0.076973	0.079959	0.147839	0.138873	0.155991	0.118577	0.082882	0.157521
0.02114	0.01142	0.064914	0.007941	0.038967	0.013872	0.151386	0.091191	0.069027	0.138337	0.124491	0.090997	0.101265	0.088763	0.105517	0.063782	0.072384	0.089598	0.077872	0.092736	0.090315	0.113739	0.078436	0.081199	0.148473	0.139677	0.156661	0.119531	0.083826	0.157915
0.0214	0.012239	0.065933	0.00875	0.040191	0.014067	0.152164	0.092263	0.069751	0.139753	0.125784	0.091393	0.101876	0.088998	0.10622	0.064236	0.073248	0.089917	0.07866	0.093923	0.091285	0.115075	0.079784	0.082443	0.149425	0.14034	0.157452	0.120578	0.084832	0.158093
0.021906	0.012781	0.066705	0.009518	0.041364	0.014536	0.153256	0.093264	0.070299	0.140932	0.127507	0.091663	0.102605	0.089549	0.107258	0.064764	0.074041	0.090449	0.07953	0.095173	0.092432	0.116584	0.081249	0.083801	0.150443	0.141107	0.158271	0.121666	0.085651	0.158492
0.022065	0.013502	0.067779	0.010361	0.042877	0.014675	0.15435	0.0938	0.070868	0.142011	0.128688	0.091987	0.103737	0.090605	0.108318	0.06532	0.074779	0.091362	0.080464	0.096471	0.093582	0.118111	0.082909	0.085055	0.151484	0.141829	0.159053	0.122651	0.08628	0.159089
0.022329	0.014427	0.069004	0.011032	0.044289	0.014882	0.155596	0.094838	0.07159	0.143143	0.129575	0.092712	0.104913	0.091408	0.109348	0.066202	0.075795	0.091907	0.081592	0.098044	0.09466	0.119726	0.084322	0.086315	0.152405	0.142595	0.159766	0.123783	0.087021	0.15966
0.022816	0.0151	0.070079	0.011474	0.045085	0.015276	0.156716	0.096139	0.07218	0.144472	0.130973	0.093434	0.105984	0.092349	0.11049	0.067184	0.076699	0.092792	0.082699	0.099513	0.095656	0.121074	0.085176	0.087443	0.15312	0.143584	0.160416	0.124715	0.087917	0.160409
0.022973	0.01561	0.071097	0.011949	0.04607	0.015278	0.157755	0.097382	0.072771	0.14564	0.13229	0.094284	0.106962	0.093572	0.111289	0.067821	0.077204	0.094089	0.083645	0.100648	0.096729	0.121957	0.086141	0.088446	0.154247	0.144465	0.161422	0.125233	0.08866	0.16173
0.02315	0.016323	0.072026	0.012439	0.047026	0.015381	0.159038	0.098619	0.073236	0.146397	0.133391	0.094913	0.10806	0.094596	0.112213	0.068237	0.077957	0.094905	0.084887	0.101897	0.097826	0.122894	0.086829	0.089561	0.155695	0.145767	0.162762	0.126107	0.089154	0.162944
0.023276	0.01694	0.072972	0.01271	0.047685	0.015774	0.160624	0.099965	0.073835	0.147103	0.134402	0.095851	0.109446	0.095716	0.113262	0.068785	0.078797	0.095955	0.085804	0.103406	0.098521	0.123748	0.087122	0.090632	0.156959	0.147088	0.163832	0.127104	0.090074	0.163945
0.02352	0.017512	0.074065	0.013341	0.048224	0.016119	0.162316	0.101161	0.074812	0.147874	0.135432	0.097016	0.110898	0.096724	0.114264	0.069526	0.079457	0.097128	0.086498	0.104719	0.099442	0.124476	0.087654	0.091695	0.15825	0.148171	0.164954	0.127906	0.091033	0.165359
0.023829	0.017992	0.074961	0.014051	0.048998	0.016179	0.16379	0.10243	0.075424	0.14869	0.136595	0.097978	0.112632	0.097545	0.115675	0.070409	0.08028	0.09854	0.0874	0.105835	0.100348	0.12506	0.087963	0.092301	0.159585	0.149644	0.16601	0.128763	0.091772	0.167539
0.024093	0.01811	0.075688	0.014043	0.049492	0.016363	0.164743	0.103277	0.075823	0.149605	0.137613	0.099329	0.114029	0.098626	0.117002	0.070932	0.08077	0.100289	0.088273	0.106995	0.100899	0.125594	0.088003	0.092693	0.160741	0.151016	0.167055	0.129316	0.092328	0.16929
0.024507	0.018555	0.076339	0.014181	0.049746	0.01686	0.165827	0.10424	0.076424	0.150244	0.138627	0.100619	0.115105	0.099704	0.118078	0.071396	0.081384	0.101491	0.089154	0.108331	0.101897	0.126208	0.088241	0.093408	0.161955	0.152063	0.167775	0.130013	0.092788	0.170708
0.024669	0.019183	0.077263	0.014795	0.050379	0.017161	0.167383	0.105528	0.077023	0.150835	0.139782	0.10166	0.116193	0.100772	0.119138	0.071925	0.082334	0.10257	0.089918	0.10926	0.102484	0.126631	0.088294	0.094053	0.163065	0.153037	0.168476	0.130588	0.093538	0.172224
0.024782	0.019583	0.077875	0.015182	0.050963	0.017156	0.16855	0.106632	0.07744	0.151437	0.140718	0.102458	0.117333	0.101752	0.119879	0.072201	0.082997	0.103958	0.090509	0.109956	0.103042	0.126921	0.088469	0.094629	0.16377	0.153806	0.169274	0.130776	0.093775	0.173692
0.025078	0.019896	0.078381	0.0156	0.05125	0.017427	0.169485	0.107266	0.07784	0.151718	0.141343	0.10318	0.118583	0.102434	0.120878	0.072503	0.08379	0.105263	0.090931	0.110406	0.10394	0.127216	0.088483	0.094832	0.164548	0.154692	0.169979	0.13146	0.094284	0.175112
0.025572	0.019855	0.079081	0.015933	0.051164	0.017941	0.17049	0.107689	0.07837	0.152285	0.141948	0.103972	0.119331	0.103008	0.121768	0.073168	0.084428	0.10647	0.091121	0.110381	0.104201	0.127199	0.088049	0.094707	0.165372	0.155406	0.170694	0.132045	0.094833	0.17607
